teff,logg,M_H,fsed,CO
2400,5.5,-0.5,1.0,1.0
2400,5.5,-0.5,2.0,1.0
2400,5.5,-0.5,3.0,1.0
2400,5.5,-0.5,4.0,1.0
2400,5.5,-0.5,8.0,1.0
2400,5.5,-0.5,20.0,1.0
2400,5.5,0.0,1.0,1.0
2400,5.5,0.0,2.0,1.0
2400,5.5,0.0,3.0,1.0
2400,5.5,0.0,4.0,1.0
2400,5.5,0.0,8.0,1.0
2400,5.5,0.0,20.0,1.0
2400,5.5,0.5,1.0,1.0
2400,5.5,0.5,2.0,1.0
2400,5.5,0.5,3.0,1.0
2400,5.5,0.5,4.0,1.0
2400,5.5,0.5,8.0,1.0
2400,5.5,0.5,20.0,1.0
